as_of_date;valuation_time_utc;currency;collateral_curve;market;instrument_id;option_type;exercise_style;settlement_type;expiry_label;expiry_date;expiry_years;swap_tenor_label;underlying_maturity_date;swap_tenor_years;moneyness_bps;strike_rate;forward_swap_rate;atm_normal_vol_bps;normal_vol_bid_bps;normal_vol_mid_bps;normal_vol_ask_bps;black_vol_mid_pct;annuity;discount_factor_to_expiry;notional_eur;premium_bid_eur;premium_mid_eur;premium_ask_eur;premium_mid_bp_notional;intrinsic_value_eur;time_value_eur;vega_eur_per_1bp;delta_annuity_adjusted;quote_source;quote_age_min;liquidity_score;quote_quality;synthetic_seed
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T1Y-M+150-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;1Y;2027-09-10;1;150;0,0407665;0,0257665;79,5048;75,8871;77,6771;79,4671;23,967;0,96962212;0,99455038;25547702;0,83;1,26;1,86;0,0005;0;1,26;0,28;0,00005449;BROKER_C;7;85,62;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T1Y-M+150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;1Y;2027-09-10;1;150;0,0407665;0,0257665;79,5048;75,8871;77,6771;79,4671;23,967;0,96962212;0,99455038;25547702;371575,08;371575,51;371576,12;145,4438;371574,25;1,26;0,28;-0,96956763;BROKER_A;7;85,62;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T1Y-M+200-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;1Y;2027-09-10;1;200;0,0457665;0,0257665;79,5048;75,7677;77,7827;79,7977;22,6507;0,96962212;0,99455038;10093481;0;0;0;0;0;0;0;0,00000013;COMPOSITE;9;81,12;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T1Y-M+200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;1Y;2027-09-10;1;200;0,0457665;0,0257665;79,5048;75,7677;77,7827;79,7977;22,6507;0,96962212;0,99455038;10093481;195737,25;195737,25;195737,25;193,9244;195737,25;0;0;-0,96962199;BROKER_B;9;81,12;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-200-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-200;0,00711689;0,02711689;83,6895;85,8299;87,8799;89,9299;63,2593;1,91245343;0,99455038;9915242;379248,8;379248,82;379248,85;382,4907;379248,77;0,04;0,01;1,91244834;COMPOSITE;9;81,05;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-200;0,00711689;0,02711689;83,6895;85,8299;87,8799;89,9299;63,2593;1,91245343;0,99455038;9915242;0,03;0,04;0,08;0;0;0,04;0,01;-0,00000509;BROKER_B;9;81,05;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-150-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-150;0,01211689;0,02711689;83,6895;84,9952;86,8202;88,6452;47,8966;1,91245343;0,99455038;25118752;720587,26;720591,2;720596,26;286,8738;720576,65;14,55;2,45;1,91192804;BROKER_C;7;85,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-150;0,01211689;0,02711689;83,6895;84,9952;86,8202;88,6452;47,8966;1,91245343;0,99455038;25118752;10,61;14,55;19,61;0,0058;0;14,55;2,45;-0,00052539;BROKER_A;7;85,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-100-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-100;0,01711689;0,02711689;83,6895;83,689;85,289;86,889;39,5877;1,91245343;0,99455038;50882154;974239,75;974428,32;974637,38;191,5069;973097,5;1330,82;124,16;1,89425771;BROKER_B;5;90,05;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-100;0,01711689;0,02711689;83,6895;83,689;85,289;86,889;39,5877;1,91245343;0,99455038;50882154;1142,25;1330,82;1539,88;0,2615;0;1330,82;124,16;-0,01819573;COMPOSITE;5;90,05;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-050-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-50;0,02211689;0,02711689;83,6895;82,8755;84,2505;85,6255;34,4025;1,91245343;0,99455038;102929986;1029387,82;1032026,15;1034725,85;100,2649;984244,03;47782,12;1941,3;1,68749872;BROKER_B;4;94,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-50;0,02211689;0,02711689;83,6895;82,8755;84,2505;85,6255;34,4025;1,91245343;0,99455038;102929986;45143,8;47782,12;50481,83;4,6422;0;47782,12;1941,3;-0,22495471;COMPOSITE;4;94,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-025-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-25;0,02461689;0,02711689;83,6895;82,7667;84,0317;85,2967;32,5242;1,91245343;0,99455038;103440442;631729,31;635899,91;640092,8;61,475;494562,57;141337,34;3305,84;1,38477458;COMPOSITE;3;96,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M-025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;-25;0,02461689;0,02711689;83,6895;82,7667;84,0317;85,2967;32,5242;1,91245343;0,99455038;103440442;137166,74;141337,34;145530,23;13,6636;0;141337,34;3305,84;-0,52767886;BROKER_B;3;96,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+000-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;0;0,02711689;0,02711689;83,6895;82,7371;83,8871;85,0371;30,9354;1,91245343;0,99455038;103890365;327903,75;332461,44;337019,12;32,0012;0;332461,44;3963,2;0,95622672;BROKER_A;2;99;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+000-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;0;0,02711689;0,02711689;83,6895;82,7371;83,8871;85,0371;30,9354;1,91245343;0,99455038;103890365;327903,75;332461,44;337019,12;32,0012;0;332461,44;3963,2;-0,95622672;BROKER_C;2;99;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+025-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;25;0,02961689;0,02711689;83,6895;82,444;83,709;84,974;29,5381;1,91245343;0,99455038;104271841;137200,54;141398,78;145619,72;13,5606;0;141398,78;3327,86;0,52621383;BROKER_C;3;96,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;25;0,02961689;0,02711689;83,6895;82,444;83,709;84,974;29,5381;1,91245343;0,99455038;104271841;635738,14;639936,38;644157,32;61,3719;498537,6;141398,78;3327,86;-1,3862396;BROKER_A;3;96,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+050-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;50;0,03211689;0,02711689;83,6895;81,9992;83,3742;84,7492;28,2517;1,91245343;0,99455038;104578155;44191,7;46831,69;49535,07;4,4782;0;46831,69;1943,24;0,22028407;COMPOSITE;4;94,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;50;0,03211689;0,02711689;83,6895;81,9992;83,3742;84,7492;28,2517;1,91245343;0,99455038;104578155;1044195,96;1046835,95;1049539,33;100,1008;1000004,26;46831,69;1943,24;-1,69216936;BROKER_B;4;94,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+100-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;100;0,03711689;0,02711689;83,6895;80,8053;82,4053;84,0053;25,9746;1,91245343;0,99455038;52472581;877,55;1036,53;1214,77;0,1975;0;1036,53;105,27;0,01455671;COMPOSITE;5;90,05;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;100;0,03711689;0,02711689;83,6895;80,8053;82,4053;84,0053;25,9746;1,91245343;0,99455038;52472581;1004391,23;1004550,21;1004728,45;191,4429;1003513,68;1036,53;105,27;-1,89789672;BROKER_B;5;90,05;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+150-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;150;0,04211689;0,02711689;83,6895;80,057;81,882;83,707;24,2293;1,91245343;0,99455038;26241418;4,27;6,19;8,77;0,0024;0;6,19;1,22;0,00023762;BROKER_C;7;85,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;150;0,04211689;0,02711689;83,6895;80,057;81,882;83,707;24,2293;1,91245343;0,99455038;26241418;752786,62;752788,54;752791,12;286,8704;752782,35;6,19;1,22;-1,91221582;BROKER_A;7;85,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+200-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;200;0,04711689;0,02711689;83,6895;79,9665;82,0165;84,0665;22,9453;1,91245343;0,99455038;10463824;0;0,01;0,02;0;0;0,01;0;0,00000103;BROKER_B;9;81,05;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T2Y-M+200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;2Y;2028-09-10;2;200;0,04711689;0,02711689;83,6895;79,9665;82,0165;84,0665;22,9453;1,91245343;0,99455038;10463824;400231,53;400231,53;400231,54;382,4907;400231,52;0,01;0;-1,9124524;COMPOSITE;9;81,05;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-200-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-200;0,00803653;0,02803653;87,7092;89,8561;91,9361;94,0161;61,2477;2,82794419;0,99455038;9539558;539546,86;539546,93;539547,04;565,589;539546,75;0,18;0,04;2,82792501;BROKER_A;7;80,97;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-200;0,00803653;0,02803653;87,7092;89,8561;91,9361;94,0161;61,2477;2,82794419;0,99455038;9539558;0,11;0,18;0,28;0,0002;0;0,18;0,04;-0,00001918;BROKER_C;7;80,97;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-150-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-150;0,01303653;0,02803653;87,7092;88,9284;90,7834;92,6384;47,4858;2,82794419;0,99455038;24017080;1018813,43;1018822,99;1018834,94;424,2077;1018784,43;38,56;5,76;2,82659918;COMPOSITE;6;85,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-150;0,01303653;0,02803653;87,7092;88,9284;90,7834;92,6384;47,4858;2,82794419;0,99455038;24017080;29;38,56;50,51;0,0161;0;38,56;5,76;-0,00134501;BROKER_B;6;85,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-100-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-100;0,01803653;0,02803653;87,7092;87,6229;89,2529;90,8829;39,6902;2,82794419;0,99455038;48508270;1374102,79;1374448,62;1374827,67;283,3432;1371786,8;2661,82;222,23;2,79254191;COMPOSITE;4;89,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-100;0,01803653;0,02803653;87,7092;87,6229;89,2529;90,8829;39,6902;2,82794419;0,99455038;48508270;2315,98;2661,82;3040,87;0,5487;0;2661,82;222,23;-0,03540228;BROKER_A;4;89,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-050-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-50;0,02303653;0,02803653;87,7092;86,9099;88,3149;89,7199;34,7507;2,82794419;0,99455038;98173803;1462981,4;1467037,59;1471177,39;149,4327;1388150,18;78887,41;2916,99;2,46384142;BROKER_C;2;94,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-50;0,02303653;0,02803653;87,7092;86,9099;88,3149;89,7199;34,7507;2,82794419;0,99455038;98173803;74831,22;78887,41;83027,21;8,0355;0;78887,41;2916,99;-0,36410277;BROKER_A;2;94,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-025-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-25;0,02553653;0,02803653;87,7092;86,8257;88,1207;89,4157;32,9333;2,82794419;0,99455038;98805909;911296,3;917426,17;923585,12;92,8513;698543,99;218882,18;4744,87;2,02135793;BROKER_A;1;96,72;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M-025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;-25;0,02553653;0,02803653;87,7092;86,8257;88,1207;89,4157;32,9333;2,82794419;0,99455038;98805909;212752,31;218882,18;225041,13;22,1527;0;218882,18;4744,87;-0,80658625;BROKER_C;1;96,72;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+000-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;0;0,02803653;0,02803653;87,7092;86,7803;87,9603;89,1403;31,3735;2,82794419;0,99455038;99459024;486873,71;493494;500114,29;49,6178;0;493494;5610,42;1,41397209;BROKER_B;1;98,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+000-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;0;0,02803653;0,02803653;87,7092;86,7803;87,9603;89,1403;31,3735;2,82794419;0,99455038;99459024;486873,71;493494;500114,29;49,6178;0;493494;5610,42;-1,41397209;COMPOSITE;1;98,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+025-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;25;0,03053653;0,02803653;87,7092;86,44;87,735;89,03;29,9848;2,82794419;0,99455038;100121657;213741,38;219943,88;226176,19;21,9677;0;219943,88;4801,24;0,80419235;COMPOSITE;1;96,72;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;25;0,03053653;0,02803653;87,7092;86,44;87,735;89,03;29,9848;2,82794419;0,99455038;100121657;921587,53;927790,03;934022,34;92,6663;707846,15;219943,88;4801,24;-2,02375184;BROKER_B;1;96,72;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+050-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;50;0,03303653;0,02803653;87,7092;85,9437;87,3487;88,7537;28,701;2,82794419;0,99455038;100782149;74006,73;78110,31;82301,32;7,7504;0;78110,31;2952,09;0,35671205;BROKER_A;2;94,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;50;0,03303653;0,02803653;87,7092;85,9437;87,3487;88,7537;28,701;2,82794419;0,99455038;100782149;1499038,2;1503141,77;1507332,79;149,1476;1425031,46;78110,31;2952,09;-2,47123214;BROKER_C;2;94,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+100-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;100;0,03803653;0,02803653;87,7092;84,7355;86,3655;87,9955;26,4471;2,82794419;0,99455038;51025236;1873,32;2178,55;2516,29;0,427;0;2178,55;197,08;0,02908884;COMPOSITE;4;89,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;100;0,03803653;0,02803653;87,7092;84,7355;86,3655;87,9955;26,4471;2,82794419;0,99455038;51025236;1444838,51;1445143,75;1445481,49;283,2214;1442965,2;2178,55;197,08;-2,79885535;BROKER_B;4;89,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+150-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;150;0,04303653;0,02803653;87,7092;84,0801;85,9351;87,7901;24,7394;2,82794419;0,99455038;25793780;13,65;19;25,94;0,0074;0;19;3,28;0,00068041;BROKER_B;6;85,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;150;0,04303653;0,02803653;87,7092;84,0801;85,9351;87,7901;24,7394;2,82794419;0,99455038;25793780;1094164,21;1094169,55;1094176,5;424,199;1094150,55;19;3,28;-2,82726378;BROKER_B;6;85,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+200-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;200;0,04803653;0,02803653;87,7092;84,0002;86,0802;88,1602;23,4561;2,82794419;0,99455038;10407729;0,02;0,04;0,08;0;0;0,04;0,01;0,00000477;COMPOSITE;7;80,97;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T3Y-M+200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;3Y;2029-09-10;3;200;0,04803653;0,02803653;87,7092;84,0002;86,0802;88,1602;23,4561;2,82794419;0,99455038;10407729;588649,56;588649,58;588649,61;565,5889;588649,53;0,04;0,01;-2,82793942;BROKER_B;7;80,97;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-200-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-200;0,00922619;0,02922619;93,032;95,1774;97,3024;99,4274;59,2552;4,57709791;0,99455038;10014370;916735,66;916736,01;916736,51;915,4205;916735,04;0,97;0,2;4,57700771;COMPOSITE;5;80,36;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-200;0,00922619;0,02922619;93,032;95,1774;97,3024;99,4274;59,2552;4,57709791;0,99455038;10014370;0,62;0,97;1,47;0,001;0;0,97;0,2;-0,0000902;BROKER_A;5;80,36;WIDE_BID_ASK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-150-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-150;0,01422619;0,02922619;93,032;94,0709;95,9709;97,8709;47,0662;4,57709791;0,99455038;24706834;1696386,57;1696415,95;1696451,6;686,6181;1696283,97;131,98;17,04;4,57304183;BROKER_C;4;84,86;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-150;0,01422619;0,02922619;93,032;94,0709;95,9709;97,8709;47,0662;4,57709791;0,99455038;24706834;102,6;131,98;167,62;0,0534;0;131,98;17,04;-0,00405608;BROKER_A;4;84,86;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-100-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-100;0,01922619;0,02922619;93,032;92,8232;94,4982;96,1732;39,8649;4,57709791;0,99455038;48796567;2239225,4;2239988,83;2240815,34;459,0464;2233466,65;6522,18;474,44;4,49858431;COMPOSITE;2;89,36;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-100;0,01922619;0,02922619;93,032;92,8232;94,4982;96,1732;39,8649;4,57709791;0,99455038;48796567;5758,75;6522,18;7348,69;1,3366;0;6522,18;474,44;-0,07851359;COMPOSITE;2;89,36;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E3M-T5Y-M-050-PAYER;PAYER;EUROPEAN;PHYSICAL;3M;2026-09-10;0,25;5Y;2031-09-10;5;-50;0,02422619;0,02922619;93,032;92,3038;93,7538;95,2038;35,2339;4,57709791;0,99455038;96527578;2353660,27;2360831,1;2368129,25;244,5758;2209080,88;151750,23;4989,72;3,92224792;BROKER_A;1;93,86;OK;20260610
